Date,Paradise (679) Precipitation Accumulation (in) Start of Day Values,Paradise (679) Precipitation Increment (in),Paradise (679) Precipitation Increment - Snow-adj (in),Paradise (679) Air Temperature Average (degF),Paradise (679) Air Temperature Minimum (degF),Paradise (679) Air Temperature Maximum (degF),Paradise (679) Soil Moisture Percent -2in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -4in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -8in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -20in (pct) Start of Day Values,Paradise (679) Snow Density (pct) Start of Day Values,Paradise (679) Snow Water Equivalent (in) Start of Day Values,Paradise (679) Snow Depth (in) Start of Day Values,Paradise (679) Snow Rain Ratio (unitless),Paradise (679) Real Dielectric Constant -2in (unitless) Start of Day Values
1/17/17,64.5,1.6,1.9,39,36,42,22.2,25.5,33.4,34,35.9,34.8,97,119,
1/18/17,66.1,1.4,1.4,37,32,39,22.4,25.4,33.5,34.1,39,36.7,94,14,
1/19/17,67.5,0.3,0.3,31,28,33,24.3,26.6,34.2,34.4,41.5,36.9,89,0,
1/20/17,67.8,0.1,0.3,29,28,31,25.8,27.9,34.7,34.8,41,36.5,89,300,
1/21/17,67.9,0.7,0.7,30,28,35,25.7,27.8,34.7,34.8,41.8,36.8,88,86,
1/22/17,68.6,0.5,0.6,28,25,31,25.3,27.7,34.7,34.7,40.7,37.4,92,120,
1/23/17,69.1,0,0.1,27,21,34,25.3,27.6,34.7,34.9,40.9,38,93,,
1/24/17,69.1,0,0.3,24,19,31,25,27.6,34.7,34.5,41.9,38.1,91,,
1/25/17,69.1,0.6,0.7,26,24,29,24.9,27.6,34.5,34.7,42.2,38.4,91,117,
1/26/17,69.7,0,0.5,29,24,37,24.8,27.3,34.5,34.5,41.6,39.1,94,,
1/27/17,69.7,0,0.1,32,25,48,24.6,27.3,34.5,34.7,42.1,39.6,94,,
1/28/17,69.7,0,0.1,40,33,50,24.7,27.3,34.4,34.6,42.7,39.7,93,,
1/29/17,69.7,0,0.4,38,32,46,24.5,27.1,34.5,34.5,42.8,39.8,93,,
1/30/17,69.7,0,0.1,30,26,33,24.4,27.1,34.3,34.4,43.2,40.2,93,,
1/31/17,69.7,0.3,0.3,24,15,28,24.3,27.1,34.5,34.4,43.8,40.3,92,67,
2/1/17,70,0,0.5,16,14,20,24.4,27,34.4,34.5,43.5,40.5,93,,
2/2/17,70,0,0.4,18,13,25,24.4,27,34.3,34.5,44.6,41,92,,
2/3/17,70,0.7,1.3,31,20,36,24.3,26.8,34.3,34.6,44.5,41.4,93,186,
2/4/17,70.7,2.1,2.1,32,29,35,24.2,26.8,34.4,34.4,41.9,42.7,102,100,
2/5/17,72.8,2.1,2.1,29,24,33,24.4,26.9,34.3,34.6,39,44.8,115,100,
2/6/17,74.9,1.1,1.1,22,17,31,24,26.8,34.2,34.5,37.2,46.9,126,100,
2/7/17,76,0.4,0.4,22,14,31,24.2,26.8,34.2,34.5,36.4,48,132,75,
2/8/17,76.4,1.3,1.3,32,23,39,23.9,26.6,34.2,34.5,38,48.3,127,100,
2/9/17,77.7,2.5,2.5,37,31,41,24.1,26.7,34.2,34.4,38.4,49.6,129,0,
2/10/17,80.2,0.7,1.5,27,23,31,26.9,29.2,35.5,35.3,39.8,47.8,120,214,
2/11/17,80.9,0,0.6,26,23,32,27.4,29.8,35.5,35.5,40.1,49.3,123,,
2/12/17,80.9,0,0.6,35,25,50,26.6,29.4,35.4,35.2,41.2,49.9,121,,
2/13/17,80.9,0,0.4,44,35,49,26.2,29,35.3,35.2,43.5,50.5,116,,
2/14/17,80.9,0,0.4,46,39,56,25.8,28.7,35,35,44.3,50.9,115,,
2/15/17,80.9,2.5,2.5,41,39,44,25.5,28.3,34.9,35,45,51.3,114,56,
2/16/17,83.4,1.3,1.3,34,30,39,27.4,30,35.7,35.3,48.8,52.7,108,0,
2/17/17,84.7,0,0,31,26,36,28.4,31.1,36.2,36.1,48.7,52.6,108,,
2/18/17,84.7,0.4,0.6,31,28,34,27.9,30.7,36,35.8,48.6,52.5,108,150,
2/19/17,85.1,0.7,1,29,28,32,27.4,30.2,35.8,35.7,49.2,53.1,108,143,
2/20/17,85.8,0.8,1.2,30,28,34,26.8,29.8,35.6,35.4,46.2,54.1,117,150,
2/21/17,86.6,0.5,0.5,29,22,33,26.4,29.4,35.5,35.4,45.7,55.3,121,80,
2/22/17,87.1,0.1,0.1,23,18,31,26.1,29.3,35.4,35.3,45.7,55.7,122,100,
2/23/17,87.2,0.2,0.2,21,15,29,26,28.9,35.4,35.1,47.3,55.8,118,100,
2/24/17,87.4,0.1,0.1,21,16,36,25.7,28.6,35.3,35.1,47.5,56,118,100,
2/25/17,87.5,0.1,0.4,22,16,30,25.4,28.6,35.1,35,47.9,56.1,117,400,
2/26/17,87.6,0.5,0.8,24,20,32,25.4,28.4,35.1,35,47.1,56.5,120,160,
2/27/17,88.1,0.8,1.3,22,20,25,25.2,28.3,35,34.9,45.5,57.3,126,162,
2/28/17,88.9,0.3,0.4,22,18,26,25.1,28.2,35,34.9,42.5,58.6,138,133,
3/1/17,89.2,0.5,0.5,28,26,33,25.2,28.1,35,34.8,43.7,59,135,80,
3/2/17,89.7,0.3,0.8,29,26,33,24.9,27.9,34.8,34.8,45,59.4,132,267,
3/3/17,90,1.1,1.6,31,25,35,25,27.9,34.9,34.7,44.9,60.2,134,145,
3/4/17,91.1,0.4,0.4,25,19,36,24.9,27.7,34.8,34.8,44.1,61.8,140,75,
3/5/17,91.5,0.3,0.4,23,19,30,24.7,27.8,34.8,34.8,44.7,62.1,139,133,
3/6/17,91.8,0.9,0.9,21,19,29,24.6,27.7,34.8,34.6,44.6,62.5,140,89,
3/7/17,92.7,1.3,1.8,27,21,32,24.9,27.5,34.8,34.6,43.4,63.3,146,138,
3/8/17,94,1.2,1.2,27,23,29,24.8,27.4,34.7,34.6,42.5,65.1,153,92,
3/9/17,95.2,1.4,1.4,34,29,38,24.8,27.6,34.6,34.6,42.2,66.2,157,93,
3/10/17,96.6,0,0,34,31,39,24.6,27.5,34.6,34.7,44.1,67.5,153,,
3/11/17,96.6,0.3,0.7,34,31,40,24.6,27.4,34.7,34.6,45.8,67.4,147,233,
3/12/17,96.9,0.6,0.6,34,31,40,24.8,27.6,34.8,34.6,46.3,68.1,147,0,
3/13/17,97.5,1.6,2.8,39,35,43,24.7,27.6,34.8,34.6,46.6,68,146,175,
3/14/17,99.1,2.3,2.3,40,36,42,25.5,28.2,35,34.9,50.9,70.8,139,30,
3/15/17,101.4,1.3,1.3,36,29,40,29.5,31.6,36.4,36.5,54.6,71.5,131,0,
3/16/17,102.7,0.2,0.2,27,22,37,30.4,32.1,36.4,36.6,54.9,70.3,128,0,
3/17/17,102.9,1.1,1.7,35,25,41,29.8,31.5,36.2,36.1,54.5,69.2,127,155,
3/18/17,104,1.3,1.3,33,22,40,29.4,30.9,36,35.9,55.4,70.9,128,15,
3/19/17,105.3,0,0,29,19,40,30.8,32,36.4,36.4,56.9,71.1,125,,
3/20/17,105.3,0.1,0.2,33,30,39,30,31.3,36.2,36.1,56.1,70.1,125,200,
3/21/17,105.4,0.7,0.7,36,33,42,29.4,30.9,36,35.9,55.4,70.3,127,86,
3/22/17,106.1,0.3,0.3,32,25,36,29,30.4,35.9,35.7,56.3,70.9,126,67,
3/23/17,106.4,0.5,0.8,32,26,41,29.6,30.7,36,35.7,55.1,71.1,129,160,
3/24/17,106.9,0.8,1.1,33,29,37,29.3,30.5,35.9,35.7,54.1,71.9,133,138,
3/25/17,107.7,0.3,0.4,30,28,38,28.8,30.4,35.8,35.6,52.1,73,140,133,
3/26/17,108,0.8,1.6,31,28,34,28.5,30.1,35.8,35.5,53.2,73.4,138,200,
3/27/17,108.8,0.5,0.5,31,30,37,28.2,29.9,35.7,35.4,50.7,75,148,100,
3/28/17,109.3,1,1.7,32,29,34,27.9,29.7,35.5,35.3,51.4,75.5,147,170,
3/29/17,110.3,1.7,1.7,34,29,38,27.7,29.5,35.5,35.3,49.8,77.2,155,88,
3/30/17,112,0.6,0.6,31,26,39,27.5,29.2,35.5,35.2,52.5,78.7,150,50,
3/31/17,112.6,0,0,34,24,48,27.6,29.4,35.5,35.3,52,79,152,,
4/1/17,112.6,0.3,0.5,35,31,40,27.8,29.4,35.5,35.3,53,78.9,149,167,
4/2/17,112.9,0.1,0.1,29,25,37,27.5,29.4,35.4,35.2,54.8,79.4,145,0,
4/3/17,113,0.1,0.1,32,22,45,29,29.9,35.7,35.3,55.1,78.8,143,0,
4/4/17,113.1,0.3,0.6,36,32,45,28.8,29.9,35.6,35.3,55.5,78.8,142,200,
4/5/17,113.4,0.1,0.1,39,35,45,28.4,29.8,35.5,35.3,54.8,79.4,145,0,
4/6/17,113.5,0.4,0.5,38,34,46,28,29.7,35.6,35.3,55.9,79.4,142,125,
4/7/17,113.9,1.2,1.3,33,28,39,27.8,29.5,35.5,35.2,55.9,79.9,143,108,
4/8/17,115.1,0.4,0.4,28,24,36,29.3,30.1,35.7,35.3,55.2,81.2,147,0,
4/9/17,115.5,0,0.1,30,21,41,29.5,30.3,35.8,35.5,54.1,81.2,150,,
4/10/17,115.5,0.4,0.5,28,24,35,28.9,30.2,35.7,35.5,54.9,81.3,148,125,
4/11/17,115.9,0.2,0.7,31,19,39,28.4,30,35.7,35.3,55.3,81.8,148,350,
4/12/17,116.1,1.3,1.5,35,33,43,28.2,29.8,35.6,35.2,54.3,82.5,152,115,
4/13/17,117.4,0.5,0.5,31,26,38,27.9,29.5,35.6,35.3,54.2,84,155,0,
4/14/17,117.9,0.4,0.5,29,25,38,27.7,29.4,35.5,35.2,54.5,83.9,154,125,
4/15/17,118.3,0,0,32,26,45,27.7,29.3,35.5,35.2,53.8,84.4,157,,
4/16/17,118.3,0,0.2,36,31,41,27.6,29.2,35.5,35.1,54.5,84.4,155,,
4/17/17,118.3,0.5,0.5,36,33,43,27.6,29.1,35.4,35.1,55.3,84.6,153,100,
4/18/17,118.8,0.4,1.1,35,32,46,27.3,29.1,35.4,35,56.4,85.1,151,275,
4/19/17,119.2,0.5,0.5,35,32,39,27.4,29.1,35.4,35.1,56.7,86.2,152,100,
4/20/17,119.7,0.4,0.4,33,31,41,27.7,29.2,35.5,35.1,56.7,86.7,153,50,
4/21/17,120.1,0.1,0.1,37,24,48,27.9,29.2,35.4,35,56.1,86.9,155,0,
4/22/17,120.2,0.5,1,38,32,43,27.7,29.2,35.4,35.1,57,86.7,152,200,
4/23/17,120.7,0.5,0.5,33,30,39,28.6,29.4,35.6,35.2,57.3,87.7,153,100,
4/24/17,121.2,0.4,0.4,33,30,42,28.8,29.7,35.6,35.2,56.9,88.2,155,50,
4/25/17,121.6,0.5,0.5,34,29,40,28.7,29.7,35.6,35.2,57.4,88.4,154,100,
4/26/17,122.1,0.6,0.6,32,28,37,28.5,29.6,35.5,35.2,57,88.9,156,100,
4/27/17,122.7,0.6,0.6,31,26,38,28.1,29.6,35.6,35.3,57,89.5,157,83,
4/28/17,123.3,0.1,0.1,32,27,40,28,29.4,35.5,35.2,57,90,158,100,
4/29/17,123.4,0.4,0.7,35,26,43,27.8,29.3,35.5,35.1,57.4,90.1,157,175,
4/30/17,123.8,0.1,0.6,34,30,39,27.7,29.2,35.4,35,58.2,90.8,156,600,
5/1/17,123.9,0.6,0.6,33,28,36,28.2,29.4,35.5,35.1,59.4,91.4,154,33,
5/2/17,124.5,0.3,0.3,40,33,51,29,29.7,35.6,35.3,58,91.6,158,100,
5/3/17,124.8,0.1,0.1,50,42,64,29.1,29.7,35.6,35.3,59.3,91.9,155,0,
5/4/17,124.9,0.1,0.1,55,47,69,30.7,30.3,35.9,35.5,59.8,90.9,152,0,
5/5/17,125,0.5,0.5,38,29,50,31.8,30.9,36.1,35.9,60.4,89.4,148,0,
5/6/17,125.5,0.2,0.2,32,27,44,31.6,30.9,36.1,35.9,59.9,88.1,147,0,
5/7/17,125.7,0,0,35,24,48,31,30.8,36,35.9,59.7,87.8,147,,
5/8/17,125.7,0,0,42,33,56,30.2,30.6,36,35.8,60.6,87.8,145,,
5/9/17,125.7,0,0,46,37,59,31,30.7,36.1,35.8,60.8,87.5,144,,
5/10/17,125.7,0,0,49,40,62,31.5,30.9,36,35.9,61.3,87,142,,
5/11/17,125.7,0.2,0.2,39,31,47,32,31.2,36.2,36.1,61.8,86.5,140,0,
5/12/17,125.9,0.2,0.2,33,28,43,31.5,31.1,36.1,36,63,86.3,137,0,
5/13/17,126.1,0.4,0.5,32,29,42,31,31,36,35.9,62,86.2,139,125,
5/14/17,126.5,0.4,0.6,33,30,41,30.5,30.8,36,35.8,61.9,86.7,140,150,
5/15/17,126.9,0.5,0.6,34,30,40,30.2,30.5,36,35.7,61.9,87.3,141,120,
5/16/17,127.4,1.6,1.9,31,28,37,29.8,30.3,35.9,35.6,61.5,87.9,143,119,
5/17/17,129,0.2,0.2,35,29,42,29.6,30.2,35.8,35.5,56.5,89.8,159,50,
5/18/17,129.2,0,0,43,32,55,29.4,30.1,35.8,35.5,58.8,89.9,153,,
5/19/17,129.2,0,0,46,37,59,29.2,29.9,35.8,35.5,60.7,89.9,148,,
5/20/17,129.2,0,0,45,38,56,29.8,30.1,35.8,35.4,62.2,89.6,144,,
5/21/17,129.2,0,0,54,42,64,31.3,30.7,36,35.7,63.2,89.1,141,,
5/22/17,129.2,0,0,57,46,68,32.4,31.3,36.3,36.1,64.1,88.4,138,,
5/23/17,129.2,0,0,53,33,67,32.9,31.4,36.3,36.1,65.1,87.3,134,,
5/24/17,129.2,0,0,36,30,47,33.1,31.6,36.3,36.2,65.7,86.1,131,,
5/25/17,129.2,0,0,43,33,56,32,31.4,36.3,36.1,65.6,85.3,130,,
5/26/17,129.2,0,0,50,40,62,32.4,31.4,36.3,36.1,65.9,84.4,128,,
5/27/17,129.2,0,0,55,44,65,32.7,31.4,36.3,36.2,66.3,83.6,126,,
5/28/17,129.2,0,0,59,48,69,33,31.6,36.3,36.2,67.2,82.6,123,,
5/29/17,129.2,0,0,61,51,73,33.4,31.7,36.3,36.3,68.3,81.3,119,,
5/30/17,129.2,0,0,50,40,63,33.6,31.7,36.4,36.3,69.2,79.6,115,,
5/31/17,129.2,0,0,46,39,56,33.1,31.7,36.3,36.3,69.9,78.3,112,,
6/1/17,129.2,0.3,0.3,43,40,49,32.7,31.5,36.3,36.2,70.4,77.4,110,0,
6/2/17,129.5,0,0,47,39,59,33.3,31.8,36.4,36.3,70.8,76.5,108,,
6/3/17,129.5,0,0,46,38,53,33.3,31.8,36.3,36.3,71.7,75.3,105,,
6/4/17,129.5,0,0,39,33,48,33.4,31.8,36.4,36.3,72.8,74.3,102,,
6/5/17,129.5,0,0,48,33,60,32.4,31.5,36.3,36.1,73.1,73.8,101,,
6/6/17,129.5,0,0,56,49,69,33.3,31.6,36.4,36.2,73.4,72.7,99,,
6/7/17,129.5,0,0,58,47,71,33.9,31.9,36.4,36.4,75.3,71.5,95,,
6/8/17,129.5,0.9,0.9,42,35,48,34.2,31.9,36.4,36.4,77,70.1,91,0,
6/9/17,130.4,0.3,0.3,36,33,46,34.1,31.9,36.4,36.4,76.9,69.2,90,0,
6/10/17,130.7,0.2,0.2,37,32,48,33.1,31.7,36.3,36.2,78.2,68.8,88,0,
6/11/17,130.9,0,0,42,35,55,32.8,31.5,36.3,36.1,78.5,68.3,87,,
6/12/17,130.9,0.4,0.4,39,36,42,34,31.9,36.3,36.3,78.4,67.4,86,0,
6/13/17,131.3,0,0,37,34,45,33.3,31.7,36.3,36.2,79.3,67.4,85,,
6/14/17,131.3,0,0,40,33,48,33.7,31.8,36.4,36.3,80,66.4,83,,
6/15/17,131.3,1.9,1.9,42,38,45,33.2,31.6,36.3,36.1,80,65.6,82,11,
6/16/17,133.2,0.9,0.9,42,39,44,39.7,32.5,36.6,36.6,82.2,65.8,80,0,
6/17/17,134.1,0,0,43,38,52,38.6,32.5,36.6,36.5,82.1,64,78,,
6/18/17,134.1,0,0,49,42,54,37.5,32.2,36.5,36.4,83.2,63.2,76,,
6/19/17,134.1,0,0,58,50,72,38.6,32.4,36.5,36.5,87.5,62.1,71,,
6/20/17,134.1,0,0,50,42,60,39.7,32.9,36.9,37,86.8,59.9,69,,
6/21/17,134.1,0,0,45,39,56,39.5,33.3,37,37.2,90,57.6,64,,
6/22/17,134.1,0,0,51,39,63,39.7,34.2,37.1,37.2,90.2,55.9,62,,
6/23/17,134.1,0,0,58,47,69,39.6,34.8,37.2,37.2,92.5,54.6,59,,
6/24/17,134.1,0,0,64,55,73,39.8,36.1,37.4,37.3,96.2,52.9,55,,
6/25/17,134.1,0,0,68,60,81,40.1,36.8,37.5,37.5,99,50.5,51,,
6/26/17,134.1,0,0,57,43,67,39.6,38.2,37.7,37.7,,47.6,46,,
6/27/17,134.1,0,0,49,40,60,38.3,38.9,37.8,37.6,,45.7,43,,
6/28/17,134.1,0,0,45,40,51,37.3,39.5,38.4,37.9,,43.7,40,,
6/29/17,134.1,0,0,54,39,66,35.8,37.4,38,37.6,,42.5,39,,
6/30/17,134.1,0,0,60,51,72,35.7,39.3,38.5,37.9,,40.3,36,,
7/1/17,134.1,0,0,53,47,63,35.4,38.6,38.5,38,,37.7,33,,
7/2/17,134.1,0,0,54,46,65,35,37.8,38.2,37.9,,35.4,30,,
7/3/17,134.1,0,0,50,45,60,34.4,37.2,38,37.8,,33.3,26,,
7/4/17,134.1,0,0,57,46,66,33.7,36.5,37.7,37.5,,31,24,,
7/5/17,134.1,0,0,63,53,76,32.3,35.1,37.2,37.2,,28.9,21,,
7/6/17,134.1,0,0,65,54,76,31.1,34,37,36.9,,26.7,17,,
7/7/17,134.1,0,0,59,49,68,30.1,33.5,36.8,36.7,,24.2,13,,
7/8/17,134.1,0,0,58,49,69,29,32.2,36.5,36.3,,21.8,11,,
7/9/17,134.1,0,0,54,46,65,27.3,30.9,36.1,36,,19.5,8,,
7/10/17,134.1,0,0,49,39,57,26.6,29.5,35.6,35.6,,17.5,4,,
7/11/17,134.1,0,0,49,37,61,26,28.7,35.1,35.3,,16.2,3,,
7/12/17,134.1,0,0,54,44,66,24.7,27.3,34.7,35.1,,14.2,0,,
7/13/17,134.1,0,0,51,46,61,22.7,25.8,34.2,35,,12,0,,
7/14/17,134.1,0,0,58,47,72,21.1,24.8,33.6,34.5,,10,0,,
7/15/17,134.1,0,0,53,43,64,17.6,22.6,32.9,34.4,,7.7,0,,
7/16/17,134.1,0,0,45,38,55,14.9,20.7,32.2,34.2,,4,0,,
7/17/17,134.1,0,0,51,39,62,12.7,19.5,31.6,34.1,,1.6,0,,
7/18/17,134.1,0,0,57,48,68,10.6,17.9,30.8,33.7,,0.5,0,,
7/19/17,134.1,0,0,53,45,64,8.1,15.2,29.9,33.5,,0,0,,
7/20/17,134.1,0,0,48,44,59,6.4,13.2,28.9,33.4,,0,0,,
7/21/17,134.1,0,0,52,41,65,5.3,13.2,28.3,33.2,,0,0,,
7/22/17,134.1,0,0,59,49,72,5.1,11,27.5,33,,0,0,,
7/23/17,134.1,0,0,57,50,66,4.7,9.8,26.8,32.8,,0,0,,
7/24/17,134.1,0,0,59,47,69,4.3,8.3,25.8,32.6,,0,0,,
7/25/17,134.1,0,0,62,54,71,4.2,7,24.4,32.4,,0,0,,
7/26/17,134.1,0,0,60,51,70,3.5,5.4,23.6,32.2,,0,0,,
7/27/17,134.1,0,0,53,47,64,3.4,5.4,22.1,31.9,,0,0,,
7/28/17,134.1,0,0,54,45,65,3.1,5.8,21.1,31.6,,0,0,,
7/29/17,134.1,0,0,56,48,67,2.7,5.4,19.5,31.2,,0,0,,
7/30/17,134.1,0,0,57,47,69,2.4,5.1,18.8,30.9,,0,0,,
7/31/17,134.1,0,0,61,51,71,2.8,4,17,30.5,,0,0,,
8/1/17,134.1,0,0,68,59,77,2.6,4.2,15.8,29.9,,0,0,,
8/2/17,134.1,0,0,71,64,80,2.8,3.8,14.3,29.2,,0,0,,
8/3/17,134.1,0,0,71,61,83,2.7,4.2,13.2,28.4,,0,0,,
8/4/17,134.1,0,0,65,57,76,2.1,3.3,12.2,27.4,,0,0,,
8/5/17,134.1,0,0,64,57,73,2.3,2.5,11.2,26.4,,0,0,,
8/6/17,134.1,0,0,67,59,77,2.3,2.8,11.5,25.3,,0,0,,
8/7/17,134.1,0,0,68,62,78,2,2.7,10.6,23.9,,0,0,,
8/8/17,134.1,0,0,69,61,79,2,2.6,10.1,22.5,,0,0,,
8/9/17,134.1,0,0,70,64,80,2.2,2.4,10.7,20.8,,0,0,,
8/10/17,134.1,0,0,71,65,81,1.9,2.1,9.5,18.9,,0,0,,
8/11/17,134.1,0,0,66,58,75,1.3,2.7,9.6,17,,0,0,,
8/12/17,134.1,0,0,58,49,67,1.4,2.1,9.8,15.3,,0,0,,
8/13/17,134.1,0.6,0.6,49,44,56,2.2,3,9.7,14.1,,0,0,0,
8/14/17,134.7,0,0,47,42,56,1.7,7.9,9.9,13.6,,0,0,,
8/15/17,134.7,0,0,51,40,62,1.6,5.3,9.3,13.4,,0,0,,
8/16/17,134.7,0,0,54,45,64,1.8,3.5,9.4,12.8,,0,0,,
8/17/17,134.7,0,0,52,47,61,1.7,3.5,9.8,12.3,,0,0,,
8/18/17,134.7,0,0,52,46,61,1.5,2.2,9,11.7,,0,0,,
8/19/17,134.7,0,0,50,45,59,1.9,2.9,9.2,11,,0,0,,
8/20/17,134.7,0,0,52,44,62,1.3,2.3,9.5,10.8,,0,0,,
8/21/17,134.7,0,0,61,50,73,1.5,2.3,9.4,10.5,,0,0,,
8/22/17,134.7,0,0,62,52,71,1.1,3,9.1,10.2,,0,0,,
8/23/17,134.7,0,0,56,49,69,1.8,1.7,8.8,9.7,,0,0,,
8/24/17,134.7,0,0,46,41,51,1.7,2.6,9.1,9.3,,0,0,,
8/25/17,134.7,0,0,50,39,61,0.5,2,9.2,9.1,,0,0,,
8/26/17,134.7,0,0,61,48,71,1.6,1.8,9.1,8.8,,0,0,,
8/27/17,134.7,0,0,69,62,78,0.8,2.3,8.7,8.4,,0,0,,
8/28/17,134.7,0,0,71,63,80,1,1.6,8.1,8.2,,0,0,,
8/29/17,134.7,0,0,69,58,79,0.9,2.2,8.4,7.9,,0,0,,
8/30/17,134.7,0,0,55,48,64,0.9,1.9,8.3,7.8,,0,0,,
8/31/17,134.7,0,0,54,49,63,1.3,2.5,8.2,7.5,,0,0,,
9/1/17,134.7,0,0,64,52,74,1,1.5,8.4,7.3,,0,0,,
9/2/17,134.7,0,0,69,63,79,0.5,1.7,8.4,7.2,,0,0,,
9/3/17,134.7,0,0,70,64,79,1.3,1,8.3,7.1,,0,0,,
9/4/17,134.7,0,0,73,65,82,1.2,0.7,8.4,6.8,,0,0,,
9/5/17,134.7,0,0,74,68,84,0.6,1,7.5,6.8,,0,0,,
9/6/17,134.7,0,0,67,56,79,0.6,0.8,7.5,6.6,,0,0,,
9/7/17,134.7,0,0,58,53,66,0.2,1.9,7.2,6.5,,0,0,,
9/8/17,134.7,0.2,0.2,52,50,55,0.7,1.1,6.8,6.4,,0,0,0,
9/9/17,134.9,0.1,0.1,50,48,56,1,0.8,7.6,6.4,,0,0,0,
9/10/17,135,0,0,51,45,58,0.2,1.1,7.6,6.4,,0,0,,
9/11/17,135,0,0,62,54,74,0.8,0.6,7.1,6.4,,0,0,,
9/12/17,135,0,0,58,46,67,1.1,0.9,7.2,6.4,,0,0,,
9/13/17,135,0.2,0.2,45,38,55,0.4,0.4,7.4,6.2,,0,0,0,
9/14/17,135.2,0,0,48,42,55,0.1,0.3,7,6.4,,0,0,,
9/15/17,135.2,0,0,49,43,59,0.3,0.1,7.3,6.3,,0,0,,
9/16/17,135.2,0,0,49,43,59,0,0.7,7.1,6.3,,0,0,,
9/17/17,135.2,0.8,0.8,46,38,54,0,0,7.3,6.1,,0,0,0,
9/18/17,136,0.6,0.6,36,34,40,0.2,1.1,7.1,6.4,,0,0,33,
9/19/17,136.6,1.1,1.1,35,33,37,0.1,1.2,7,6.3,,0.2,1,36,
9/20/17,137.7,0.3,0.3,34,33,38,0.6,0.4,7.4,6.6,,0.6,2,33,
9/21/17,138,0.1,0.1,36,33,40,1.3,1.7,7.2,6,,0.7,2,0,
9/22/17,138.1,0,0,39,34,48,4.5,0.6,7.2,6,,0.4,1,,
9/23/17,138.1,0,0,42,37,52,8.2,1.4,7.2,6.2,,0.2,1,,
9/24/17,138.1,0.1,0.1,47,39,57,10.3,1.5,7.3,6.2,,0,0,0,
9/25/17,138.2,0.1,0.1,45,43,47,11,1,7.3,6.2,,0,0,0,
9/26/17,138.3,0,0,51,41,62,13.2,1.8,7.6,6.6,,0,0,,
9/27/17,138.3,0,0,55,50,63,11.7,2.5,7.5,9,,0,0,,
9/28/17,138.3,0,0,58,52,69,9.4,3.3,7.4,15.2,,0,0,,
9/29/17,138.3,0.3,0.3,47,35,55,7.5,3.2,7.7,17.6,,0,0,0,
9/30/17,138.6,0.5,0.5,38,34,44,7.1,3.7,7.6,18.4,,0,0,0,
10/1/17,0,0.4,0.4,36,33,41,12.1,4.4,7.8,18.9,,0,0,0,
10/2/17,0.4,0.1,0.1,37,31,43,14.7,7.6,7.6,22.8,,0,0,0,
10/3/17,0.5,0,0,44,36,53,14.2,8.2,8.5,23.9,,0,0,,
10/4/17,0.5,0,0,45,40,54,12.4,9.2,12,24.5,,0,0,,
10/5/17,0.5,0,0,47,40,58,11.3,8.4,18.7,24,,0,0,,
10/6/17,0.5,0.2,0.2,43,38,51,9.6,8.4,21.2,24.2,,0,0,0,
10/7/17,0.7,0.8,0.8,35,33,40,9,6.8,21.8,23.9,,0,0,50,
10/8/17,1.5,0.1,0.1,35,31,41,13.7,9,22.7,25,,0.4,2,100,
10/9/17,1.6,0,0,43,31,54,16.8,12.5,24.9,26.8,,0.5,2,,
10/10/17,1.6,0,0.1,37,29,46,17,16.3,28.8,27.2,,0.3,1,,
10/11/17,1.6,0.3,0.3,31,28,37,17.2,18,30.3,27.7,,0.4,1,33,
10/12/17,1.9,1,1,31,28,34,18,18.9,30.7,28,,0.5,2,100,
10/13/17,2.9,0.4,0.4,29,23,36,17.4,19.1,30.9,28.1,13.6,1.5,11,100,
10/14/17,3.3,0.1,0.1,33,23,43,17.7,18.5,30.9,28.4,14.6,1.9,13,100,
10/15/17,3.4,0,0,45,37,56,17.1,18.9,30.8,28.4,16.7,2,12,,
10/16/17,3.4,0,0,46,41,54,17.7,18.9,30.8,28.3,21.1,1.9,9,,
10/17/17,3.4,0.3,0.3,40,31,47,18.5,18.6,30.8,28.4,27.1,1.9,7,0,
10/18/17,3.7,1.5,1.5,41,34,44,19.9,20,32.3,33.6,30,1.8,6,20,
10/19/17,5.2,2.1,2.1,37,33,42,22,21.9,34.3,35.8,52.5,2.1,4,0,
10/20/17,7.3,1.3,1.3,32,29,34,22.1,23.2,34.8,35.6,53.3,1.6,3,92,
10/21/17,8.6,4.8,4.8,36,31,45,20.9,22.3,34.4,35,25.5,2.8,11,38,
10/22/17,13.4,0.9,0.9,36,34,43,27.4,25.3,35.8,37.3,38.3,4.6,12,0,
10/23/17,14.3,0,0,42,34,53,23.8,24.8,35.4,36.2,30,3.3,11,,
10/24/17,14.3,0,0,54,46,68,22.8,23.9,34.8,35.2,45.7,3.2,7,,
10/25/17,14.3,0,0,45,42,51,24.2,24.4,35.2,35.4,50,3,6,,
10/26/17,14.3,0,0,46,40,51,25.1,25.4,35.6,36.2,43.3,2.6,6,,
10/27/17,14.3,0,0,56,49,61,25.3,25.8,35.6,36,42,2.1,5,,
10/28/17,14.3,0,0,56,49,64,24.4,25.9,35.8,36.1,46.7,1.4,3,,
10/29/17,14.3,0,0,49,41,56,22.6,24.8,35.3,35.7,,0.9,2,,
